Species,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Abbott's Babbler,0.2820513,0.1648352,0.1805556,0.16,0.0972222,0.1473684,0.1071429,0.1477273,0.1372549,0.2597403,0.1454545,0.2777778
Brown-cheeked Fulvetta,0.0512821,0.032967,0.0416667,0.06,0.0416667,0.0631579,0.047619,0.0568182,0.0392157,0.1038961,0.0909091,0.0416667
Nepal Fulvetta,0.0,0.0,0.0277778,0.06,0.0416667,0.0842105,0.0357143,0.0795455,0.0196078,0.0909091,0.0727273,0.0138889
Long-tailed Sibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jungle Babbler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078,0.038961,0.0,0.0
Striated Babbler,0.0,0.010989,0.0416667,0.02,0.0138889,0.0105263,0.047619,0.0340909,0.0980392,0.038961,0.0363636,0.0694444
Lesser Necklaced Laughingthrush,0.025641,0.010989,0.0138889,0.04,0.0277778,0.0,0.0238095,0.0113636,0.0196078,0.0649351,0.0181818,0.0416667
Rufous-necked Laughingthrush,0.0,0.0,0.0138889,0.0,0.0,0.0105263,0.0,0.0113636,0.0196078,0.0519481,0.0181818,0.0277778
Greater Necklaced Laughingthrush,0.0512821,0.010989,0.0416667,0.0,0.0555556,0.0526316,0.0357143,0.0454545,0.0196078,0.038961,0.0,0.0277778
Lesser/Greater Necklaced Laughingthrush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Velvet-fronted Nuthatch,0.025641,0.0,0.0,0.02,0.0,0.0,0.0,0.0113636,0.0196078,0.0,0.0363636,0.1111111
Golden-crested Myna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277778
